iter	Logloss
357	0.1411798106
358	0.1411410548
359	0.1410904344
360	0.1410323193
361	0.1409962455
362	0.1409554269
363	0.1409326454
364	0.140895075
365	0.1408589138
366	0.1408298524
367	0.1407876559
368	0.1407521393
369	0.1406587272
370	0.140520376
371	0.1404887371
372	0.1404383115
373	0.1403941738
374	0.1403564102
375	0.1403072469
376	0.1402531823
377	0.1402223426
378	0.1401921204
379	0.1401525899
380	0.1401156936
381	0.1400493955
382	0.1399752559
383	0.1399648841
384	0.1399168988
385	0.1398924069
386	0.139807548
387	0.1397769512
388	0.1397272605
389	0.1396983432
390	0.1396453171
391	0.1396089211
392	0.1395766786
393	0.1395484592
394	0.139434591
395	0.1393181411
396	0.1392450467
397	0.13921482
398	0.1391415311
399	0.1391180658
400	0.1390660348
401	0.1390307006
402	0.1390067521
403	0.1389885921
404	0.1389582217
405	0.138917894
406	0.1388813204
407	0.1388223478
408	0.1387987052
409	0.1387685832
410	0.1387504715
411	0.1387356479
412	0.1386868452
413	0.1386577072
414	0.1385643034
415	0.1385230961
416	0.1384898598
417	0.1384120178
418	0.1383799472
419	0.1383183521
420	0.1382952
421	0.1382619103
422	0.1382403721
423	0.1381958165
424	0.1381670315
425	0.13814037
426	0.138053728
427	0.1380328609
428	0.1380230806
429	0.1379820461
430	0.1379286021
431	0.1378524475
432	0.137837081
433	0.1377341174
434	0.1376908454
435	0.1376655592
436	0.1376351658
437	0.1375998721
438	0.1375753045
439	0.1374970674
440	0.1374679449
441	0.1374078399
442	0.1373931224
443	0.1373598936
444	0.1373463516
445	0.1373241826
446	0.1372872189
447	0.1372654265
448	0.1372338436
449	0.1372198185
450	0.1371852883
451	0.1370654999
452	0.1370235086
453	0.1369497051
454	0.1369338203
455	0.1368951015
456	0.1368705872
457	0.1368252132
458	0.1367933076
459	0.1367007486
460	0.136679575
461	0.136650276
462	0.136634133
463	0.1366169498
464	0.1365896224
465	0.1365096835
466	0.1364944457
467	0.1364460284
468	0.1364231542
469	0.1363950814
470	0.1363749702
471	0.1363639432
472	0.1363383715
473	0.1363212982
474	0.1363139323
475	0.1362770807
476	0.136245832
477	0.1362301081
478	0.1362047427
479	0.1361910426
480	0.1361828266
481	0.1361733415
482	0.1361640724
483	0.1361451149
484	0.1361196913
485	0.136088837
486	0.136062335
487	0.1360473969
488	0.1360272666
489	0.1359905006
490	0.1359719744
491	0.1359569202
492	0.1359490161
493	0.135927063
494	0.1359094087
495	0.1359020235
496	0.1358785867
497	0.1358368549
498	0.135809667
499	0.1357905608
500	0.1357787015
501	0.1357672885
502	0.1357515925
503	0.1357337889
504	0.1357278907
505	0.1356924995
506	0.1356209153
507	0.135608801
508	0.1355868295
509	0.1355732152
510	0.1355610562
511	0.1355553187
512	0.1355312056
513	0.1355190466
514	0.1354823169
515	0.1354700693
516	0.1354366179
517	0.135407651
518	0.1353911757
519	0.1353731034
520	0.1353671074
521	0.1353615278
522	0.1353345136
523	0.1353200901
524	0.135314242
525	0.1352839161
526	0.1352763966
527	0.1352718273
528	0.1352520167
529	0.1352334655
530	0.1351829114
531	0.1351385469
532	0.135090356
533	0.1350490293
534	0.1349593389
535	0.1349443756
536	0.1349310533
537	0.1349120746
538	0.1348974061
539	0.1348715418
540	0.1348136178
541	0.1347977745
542	0.1347813804
543	0.1347599497
544	0.1347416082
545	0.134710627
546	0.1346814844
547	0.134664215
548	0.1346540244
549	0.1346165337
550	0.1345857383
551	0.1345705194
552	0.134540302
553	0.1345154407
554	0.1345042682
555	0.1344736
556	0.1344522271
557	0.134435401
558	0.1344163078
559	0.1344105004
560	0.1343848302
561	0.1343496451
562	0.1343390057
563	0.1343270452
564	0.1343168414
565	0.1343035784
566	0.1342912529
567	0.134280237
568	0.1342393796
569	0.1342189108
570	0.134188822
571	0.1341538895
572	0.1341103231
573	0.1341012612
574	0.1340920418
575	0.1340640314
576	0.1340534049
577	0.1340223197
578	0.1339955596
579	0.1339683125
580	0.1339405772
581	0.1339183122
582	0.1339147628
583	0.1339066862
584	0.1339026715
585	0.1338878938
586	0.1338703205
587	0.1338530888
588	0.1338121218
589	0.1337420835
590	0.1336966107
591	0.1336779397
592	0.1336718666
593	0.1336572918
594	0.13364492
595	0.1335902639
596	0.1335844146
597	0.1335684622
598	0.1335613243
599	0.1335443524
600	0.133525715
601	0.1335132604
602	0.1334894044
603	0.1334863538
604	0.1334121044
605	0.1333631101
606	0.1333193795
607	0.1333043703
608	0.1332816756
609	0.1332701102
610	0.1331868862
611	0.1331803489
612	0.1331654243
613	0.1331548304
614	0.1331414609
615	0.1331338202
616	0.1331196733
617	0.133105651
618	0.1331018944
619	0.1330815775
620	0.1330713485
621	0.1330592911
622	0.1330520285
623	0.133046977
624	0.1330342556
625	0.1330124244
626	0.132978712
627	0.1329698246
628	0.1329521405
629	0.1328787461
630	0.1328701114
631	0.1328575061
632	0.1328398263
633	0.1328070802
634	0.1327874711
635	0.1327765054
636	0.1327702483
637	0.1326884154
638	0.1326203076
639	0.1326060487
640	0.1325642676
641	0.1325088752
642	0.1325008765
643	0.1324541408
644	0.1324257026
645	0.1324042005
646	0.1323807674
647	0.1323622096
648	0.132361848
649	0.1323459062
650	0.1323349185
651	0.1323157772
652	0.1322924499
653	0.1322818236
654	0.132253589
655	0.1321933095
656	0.1321799229
657	0.1321684976
658	0.1321522152
659	0.1321394841
660	0.1321063894
661	0.1320934598
662	0.1320700632
663	0.1320596748
664	0.1320007766
665	0.1319847312
666	0.1319797405
667	0.1319714168
668	0.1319651307
669	0.1319598818
670	0.1319598181
671	0.1319559371
672	0.1319400251
673	0.131930331
674	0.1319225808
675	0.1319079118
676	0.1318529323
677	0.1317987851
678	0.1317249149
679	0.1317223493
680	0.1317165521
681	0.1317067409
682	0.1316619288
683	0.1316380813
684	0.1315843965
685	0.131555123
686	0.1315135787
687	0.1315095039
688	0.1314941085
689	0.1314622089
690	0.1314565093
691	0.1314443632
692	0.1314006943
693	0.1313792469
694	0.13136212
695	0.1313280201
696	0.131311288
697	0.1312971812
698	0.1312545615
699	0.1312279964
700	0.1312185314
701	0.1311820722
702	0.131135218
703	0.1311211729
704	0.1311144418
705	0.1311009657
706	0.1310721534
707	0.1310658616
708	0.1310535833
709	0.131046701
710	0.1310346679
711	0.1310233002
712	0.1310172934
713	0.1310110185
714	0.1309992024
715	0.1309991588
716	0.1309648503
717	0.1309376305
718	0.1309293505
719	0.1309149957
720	0.1309078607
721	0.1309002249
722	0.1308816455
723	0.1308794609
724	0.1308648831
725	0.1308561982
726	0.1308508464
727	0.1308404742
728	0.1308323935
729	0.1308256491
730	0.1308161611
731	0.1307816546
732	0.130764267
733	0.1307470286
734	0.1307329302
735	0.1307216189
736	0.1307093637
737	0.1306690688
738	0.1306416065
739	0.1305957807
740	0.1305895136
741	0.1305706378
742	0.1305635877
743	0.1305093625
744	0.1304970688
745	0.1304611023
746	0.1304286033
747	0.1304224734
748	0.1304153335
749	0.1303691085
750	0.1303637138
751	0.1303497102
752	0.1303212825
753	0.1303166355
754	0.1303125123
755	0.1302611376
756	0.1302291046
757	0.1302020025
758	0.1301953925
759	0.1301915396
760	0.1301486241
761	0.1301415883
762	0.130114536
763	0.1300793511
764	0.1300619
765	0.1300400086
766	0.1300244496
767	0.1300206639
768	0.1300119479
769	0.1299832756
770	0.1299773269
771	0.1298962695
772	0.1298871533
773	0.1298419042
774	0.1298184812
775	0.1298099796
776	0.1298027177
777	0.1297901431
778	0.1297727593
779	0.1297284553
780	0.1297130834
781	0.1297012594
782	0.1296975918
783	0.1296891546
784	0.1296738855
785	0.129661336
786	0.1296536844
787	0.1296454336
788	0.1296349588
789	0.1296224625
790	0.1296136969
791	0.1296027503
792	0.1295974024
793	0.1295866176
794	0.1295783596
795	0.1295723823
796	0.1295713786
797	0.1295634707
798	0.1295387412
799	0.1295316331
800	0.1295211979
801	0.1295147647
802	0.129502745
803	0.129484155
804	0.1294790728
805	0.1294723714
806	0.1294655311
807	0.1294571073
808	0.1294538546
809	0.1294351772
810	0.1294267356
811	0.1294235891
812	0.1294168337
813	0.1294036983
814	0.1293959889
815	0.1293573825
816	0.1293491935
817	0.1293406834
818	0.1293341452
819	0.1293194315
820	0.1293118386
821	0.1293083644
822	0.1292981985
823	0.1292933592
824	0.1292882803
825	0.1292757305
826	0.1292620895
827	0.1292594219
828	0.1292546014
829	0.1292403009
830	0.1292342052
831	0.1292267799
832	0.1292152427
833	0.129215127
834	0.1292096036
835	0.1291959652
836	0.129195882
837	0.1291958274
838	0.1291932825
839	0.1291879495
840	0.1291758253
841	0.1291709997
842	0.1291565431
843	0.1291417974
844	0.129138876
845	0.1291325932
846	0.1291284563
847	0.1291165472
848	0.1290859573
849	0.1290811975
850	0.1290785731
851	0.1290770302
852	0.1290698995
853	0.1290571091
854	0.1290506855
855	0.1290434917
856	0.1290220588
857	0.1290139562
858	0.1290130639
859	0.1290009036
860	0.1289887339
861	0.1289430011
862	0.1289135368
863	0.1289047815
864	0.1288938494
865	0.1288796709
866	0.1288736292
867	0.1288677781
868	0.1288585295
869	0.1288520485
870	0.1288507816
871	0.1288397056
872	0.128831378
873	0.1288284698
874	0.1288187677
875	0.1288188678
876	0.1288130768
877	0.1287998135
878	0.1287889619
879	0.1287764879
880	0.1287657181
881	0.1287656259
882	0.1287570106
883	0.1287522554
884	0.1287494288
885	0.1287473515
886	0.1287212939
887	0.128721316
888	0.1287213706
889	0.128715477
890	0.1287105919
891	0.1286909048
892	0.1286907074
893	0.1286805702
894	0.1286805273
895	0.1286722961
896	0.1286247847
897	0.1286142652
898	0.1286106038
899	0.1286015278
900	0.1286014017
901	0.1285458123
902	0.1285195917
903	0.1285044789
904	0.1284917975
905	0.1284697247
906	0.1284582313
907	0.1284096999
908	0.1283987388
909	0.1283802235
910	0.1283717307
911	0.1283487031
912	0.1283326523
913	0.128315744
914	0.1283108876
915	0.1283022644
916	0.1282567604
917	0.1282513928
918	0.1282476276
919	0.1282220577
920	0.1281880291
921	0.1281727633
922	0.1281568115
923	0.1281493308
924	0.1281120754
925	0.1280988355
926	0.1280910316
927	0.1280909642
928	0.1280873868
929	0.1280848376
930	0.1280689313
931	0.1280422435
932	0.1280333475
933	0.1280330882
934	0.1280286316
935	0.1280071304
936	0.1279844938
937	0.1279219494
938	0.1278884975
939	0.1278728527
940	0.1278536114
941	0.1278459003
942	0.1278107275
943	0.1277971014
944	0.1277849221
945	0.1277594051
946	0.127732923
947	0.1277113039
948	0.1277026094
949	0.1276950069
950	0.1276950117
951	0.1276894553
952	0.127676186
953	0.1276726805
954	0.1276620586
955	0.1276620586
956	0.1276570989
957	0.1276568385
958	0.127646064
959	0.1276460366
960	0.1276312674
961	0.1276269743
962	0.1276221894
963	0.1276222738
964	0.1276174528
965	0.1276141495
966	0.1276025111
967	0.1275986981
968	0.1275987804
969	0.1275833898
970	0.1275747094
971	0.1275642272
972	0.1275392519
973	0.127539374
974	0.1275373576
975	0.1275318471
976	0.1275275897
977	0.1275187496
978	0.1275112464
979	0.127510155
980	0.1275099001
981	0.1275059186
982	0.127487883
983	0.1274666907
984	0.127459521
985	0.1274389231
986	0.127432
987	0.1274017758
988	0.1273847763
989	0.127368631
990	0.1273557611
991	0.127338562
992	0.1273209929
993	0.127316455
994	0.1273058846
995	0.1272984963
996	0.1272871503
997	0.1272832641
998	0.1272726118
999	0.1272640363
