iter	Logloss
186	0.160076601
187	0.1600766012
188	0.1600612781
189	0.1600302948
190	0.1600088075
191	0.1600085826
192	0.1599996801
193	0.1599654598
194	0.1599228313
195	0.1599140726
196	0.1598942491
197	0.1598760787
198	0.159870232
199	0.1598701283
200	0.1598695052
201	0.1598660993
202	0.159865191
203	0.1598577966
204	0.1598577446
205	0.1598573104
206	0.1598503601
207	0.1598495635
208	0.1598493216
209	0.1598415437
210	0.1598119023
211	0.1597576416
212	0.159756949
213	0.1597572948
214	0.1597421946
215	0.1597208956
216	0.1597205132
217	0.1597188186
218	0.1597187492
219	0.1597188183
220	0.1597189913
221	0.1597184725
222	0.1597156837
223	0.1596908938
224	0.1596753454
225	0.1596590267
226	0.159653799
227	0.1596328224
228	0.1596329089
229	0.1596329089
230	0.1596302627
231	0.1596257308
232	0.1596257652
233	0.159625453
234	0.1596257797
235	0.1596234294
236	0.1596228759
237	0.1596219584
238	0.159605531
239	0.1595998601
240	0.1595872006
241	0.1595736742
242	0.1595733283
243	0.1595733973
244	0.1595730169
245	0.1595729467
246	0.1595729466
247	0.1595667598
248	0.1595451715
249	0.1595269324
250	0.1595266903
251	0.1595197751
252	0.1594949044
253	0.1594852111
254	0.1594851073
255	0.1594847953
256	0.1594842419
257	0.159484415
258	0.1594845186
259	0.1594799879
260	0.159479538
261	0.1594795727
262	0.1594696601
263	0.1594598825
264	0.1594524456
265	0.159449356
266	0.1594423178
267	0.1594274797
268	0.1594262336
269	0.1594251432
270	0.1594254888
271	0.1594255581
272	0.1594251085
273	0.1594250394
274	0.1594251769
275	0.1594249521
276	0.159425106
277	0.1594239831
278	0.1594239831
279	0.1594239831
280	0.1594098226
281	0.1593798078
282	0.1593497516
283	0.1592822096
284	0.1592740923
285	0.1592741615
286	0.1592740578
287	0.1592740924
288	0.1592738157
289	0.1592639317
290	0.1592409373
291	0.1592404511
292	0.1592357619
293	0.1592341188
294	0.1591922323
295	0.1591799435
296	0.1591508886
297	0.1591506284
298	0.1591502143
299	0.1591487274
300	0.1591486238
301	0.1591483125
302	0.1591483125
303	0.1591483125
304	0.1591483125
305	0.1591483125
306	0.1591483125
307	0.1591480013
308	0.1591480012
309	0.1591476901
310	0.1591475169
311	0.1591476034
312	0.1591477594
313	0.1591456857
314	0.1591458758
315	0.1591457212
316	0.1591306137
317	0.1590401726
318	0.1589903198
319	0.158959742
320	0.158924339
321	0.158907708
322	0.1589076734
323	0.1589074138
324	0.1589071544
325	0.1589073619
326	0.1589050782
327	0.1589013103
328	0.1589012237
329	0.1588891727
330	0.1588825288
331	0.1588697701
332	0.1588602139
333	0.1588386208
334	0.1588391395
335	0.1588339701
336	0.1588161945
337	0.158779651
338	0.1587575705
339	0.1587497934
340	0.1587305178
341	0.1587296747
342	0.1587173035
343	0.1587121743
344	0.1587097023
345	0.1586941152
346	0.1586938101
347	0.1586936708
348	0.1586936708
349	0.1586934459
350	0.1586936708
351	0.1586931518
352	0.158692926
353	0.158690426
354	0.1586900455
355	0.1586896995
356	0.1586896973
357	0.1586894024
358	0.1586890907
359	0.1586882593
360	0.1586879999
361	0.1586878789
362	0.1586878789
363	0.1586879652
364	0.1586879307
365	0.1586879307
366	0.1586879633
367	0.1586879459
368	0.1586805793
369	0.1586724612
370	0.15867234
371	0.1586718213
372	0.1586717347
373	0.1586714419
374	0.1586599441
375	0.1586367363
376	0.1586362653
377	0.1586362825
378	0.1586365594
379	0.1586241919
380	0.1586237941
381	0.1586236557
382	0.1586239129
383	0.1586236188
384	0.1586236187
385	0.1586233249
386	0.1586234794
387	0.158623514
388	0.1586237733
389	0.1586235484
390	0.1586234793
391	0.158620263
392	0.1586203666
393	0.158619986
394	0.158619986
395	0.1586196748
396	0.1586194156
397	0.1586146256
398	0.1586148505
399	0.1586133795
400	0.1586136906
401	0.1586134139
402	0.1586120164
403	0.1586117917
404	0.1586118435
405	0.1586117231
406	0.1586115856
407	0.158611482
408	0.1586112746
409	0.1586074709
410	0.1586074015
411	0.1586067788
412	0.1586070727
413	0.158606328
414	0.158606328
415	0.158605982
416	0.1586061377
417	0.158606155
418	0.1586062413
419	0.1586059473
420	0.1586052561
421	0.15860229
422	0.1585943519
423	0.1585943519
424	0.1585946459
425	0.1585946459
426	0.1585941613
427	0.1585908654
428	0.1585910384
429	0.1585905887
430	0.1585904688
431	0.1585815632
432	0.1585812153
433	0.1585808172
434	0.1585783452
435	0.158563384
436	0.1585513681
437	0.1585512644
438	0.158550953
439	0.158550953
440	0.158551178
441	0.1585408205
442	0.1585380883
443	0.1585323154
444	0.1585324017
445	0.1585322299
446	0.1585295668
447	0.1585297398
448	0.1585295125
449	0.1585295126
450	0.1585295126
451	0.1585292369
452	0.1585291334
453	0.1585290292
454	0.1585289601
455	0.1585288205
456	0.158526953
457	0.1585241171
458	0.1585240823
459	0.158522599
460	0.1585227373
461	0.1585210032
462	0.1585210725
463	0.1585175622
464	0.1585175622
465	0.1585178044
466	0.1585175969
467	0.1585177677
468	0.1585177158
469	0.1585170737
470	0.1585170737
471	0.1585170737
472	0.1585172811
473	0.1585172811
474	0.1585170391
475	0.1585159671
476	0.1585145621
477	0.1585144929
478	0.158508546
479	0.1585061415
480	0.1585063144
481	0.1585059685
482	0.1585018868
483	0.1585017313
484	0.1585014028
485	0.1585008335
486	0.158492553
487	0.1584927432
488	0.1584910134
489	0.1584907881
490	0.1584761432
491	0.1584291189
492	0.1584291016
493	0.1584087935
494	0.1584087935
495	0.1584087762
496	0.1584085862
497	0.1584088282
498	0.1584085862
499	0.1584087945
500	0.1584085524
501	0.1584086214
502	0.1583993374
503	0.1583981951
504	0.1583976935
505	0.1583979181
506	0.15838395
507	0.1583833789
508	0.1583794537
509	0.1583794882
510	0.1583793845
511	0.158379524
512	0.1583790222
513	0.158367594
514	0.15836749
515	0.1583670749
516	0.1583665742
517	0.158366314
518	0.1583661756
519	0.1583661756
520	0.158366263
521	0.1583661073
522	0.1583663497
523	0.1583651231
524	0.1583655381
525	0.1583628396
526	0.1583622517
527	0.1583624591
528	0.1583624079
529	0.1583620959
530	0.1583621479
531	0.1583623552
532	0.1583622342
533	0.1583619238
534	0.1583608851
535	0.1583608507
536	0.1583514791
537	0.158338047
538	0.15833758
539	0.1583378039
540	0.1583354023
541	0.1583354887
542	0.1583351092
543	0.1583343278
544	0.1583333594
545	0.1583332729
546	0.1583330479
547	0.1583328923
548	0.1583325279
549	0.1583327354
550	0.1583321469
551	0.1583318871
552	0.1583315931
553	0.1583316968
554	0.1583316105
555	0.1583317489
556	0.1583319388
557	0.1583318351
558	0.1583318351
559	0.1583318006
560	0.1583318869
561	0.1583320425
562	0.1583267485
563	0.1583127136
564	0.1583031344
565	0.1583031344
566	0.1583027873
567	0.1583026488
568	0.1583024761
569	0.1583026142
570	0.1582998118
571	0.1582999501
572	0.1582995533
573	0.1582976504
574	0.1582936747
575	0.1582932069
576	0.1582930688
577	0.1582930689
578	0.158293207
579	0.1582932069
580	0.1582932417
581	0.1582931377
582	0.1582929636
583	0.158288021
584	0.1582808613
585	0.1582807917
586	0.1582610273
587	0.1582602147
588	0.1582602837
589	0.1582603702
590	0.1582601111
591	0.1582547565
592	0.158255085
593	0.158254964
594	0.1582547228
595	0.1582546536
596	0.1582550339
597	0.1582547218
598	0.1582540754
599	0.1582498669
600	0.1582498671
601	0.1582493319
602	0.1582491412
603	0.1582351011
604	0.1582172941
605	0.1582121857
606	0.1582115459
607	0.1582112704
608	0.158211616
609	0.158210613
610	0.1582094847
611	0.1581989585
612	0.1581959394
613	0.1581959911
614	0.1581958009
615	0.1581957326
616	0.1581957664
617	0.1581946281
618	0.1581657639
619	0.1581648989
620	0.1581648989
621	0.1581652967
622	0.1581643646
623	0.1581643993
624	0.1581643301
625	0.1581638806
626	0.1581638798
627	0.1581637413
628	0.1581632925
629	0.1581634827
630	0.1581632925
631	0.1581633454
632	0.15816338
633	0.1581631898
634	0.1581628258
635	0.1581615289
636	0.1581615632
637	0.1581615285
638	0.1581615285
639	0.158161667
640	0.1581594511
641	0.1581597278
642	0.1581596069
643	0.1581593473
644	0.158159036
645	0.1581587263
646	0.1581590032
647	0.1581586571
648	0.1581584842
649	0.1581582256
650	0.1581586407
651	0.1581585188
652	0.1581586572
653	0.1581582941
654	0.1581582941
655	0.1581585881
656	0.1581585882
657	0.1581585359
658	0.1581582595
659	0.1581581567
660	0.1581580184
661	0.1581578627
662	0.1581582776
663	0.1581582085
664	0.1581579317
665	0.158157724
666	0.1581572573
667	0.1581486259
668	0.1581454756
669	0.1581456833
670	0.1581455113
671	0.1581451502
672	0.1581449074
673	0.1581449246
674	0.158145184
675	0.158144718
676	0.1581448914
677	0.1581450295
678	0.1581442001
679	0.1581446326
680	0.1581434576
681	0.1581434405
682	0.1581438209
683	0.1581312892
684	0.1581286837
685	0.15812768
686	0.1581278883
687	0.1581272312
688	0.1581065995
689	0.1580859885
690	0.1580795038
691	0.1580735561
692	0.1580734524
693	0.1580731759
694	0.1580730019
695	0.1580734514
696	0.1580732101
697	0.1580732784
698	0.158073381
699	0.1580735365
700	0.1580706841
701	0.1580706841
702	0.1580705804
703	0.1580636644
704	0.1580633875
705	0.1580631976
706	0.1580628863
707	0.1580632667
708	0.1580630923
709	0.1580630753
710	0.158047647
711	0.1580306841
712	0.1580146178
713	0.1579869238
714	0.1579869238
715	0.1579869238
716	0.1579869238
717	0.1579869238
718	0.1579869238
719	0.157987097
720	0.1579871141
721	0.1579836737
722	0.1579835865
723	0.1579835698
724	0.1579831553
725	0.1579826912
726	0.1579779874
727	0.1579780566
728	0.1579780046
729	0.1579778358
730	0.1579775064
731	0.1579536296
732	0.1579532837
733	0.1579532837
734	0.1579534221
735	0.1579533875
736	0.1579533875
737	0.1579516927
738	0.1579512602
739	0.1579512775
740	0.1579509835
741	0.1579511916
742	0.1579512608
743	0.1579507236
744	0.1579507236
745	0.1579508275
746	0.1579507063
747	0.1579505678
748	0.1579502568
749	0.1579502568
750	0.1579502568
751	0.1579502396
752	0.157950447
753	0.1579499801
754	0.1579499974
755	0.1579498072
756	0.1579499455
757	0.1579499455
758	0.1579499109
759	0.1579502222
760	0.1579502577
761	0.157947837
762	0.1579477676
763	0.1579477159
764	0.157947837
765	0.1579468339
766	0.1579465918
767	0.1579466092
768	0.1579466264
769	0.157946713
770	0.1579467648
771	0.1579464544
772	0.1579462296
773	0.1579457444
774	0.157945537
775	0.1579455897
776	0.1579456398
777	0.1579457608
778	0.1579450346
779	0.1579450005
780	0.1579448267
781	0.1579445848
782	0.1579445154
783	0.1579445154
784	0.1579445673
785	0.1579445156
786	0.1579444472
787	0.1579443433
788	0.1579433935
789	0.1579436008
790	0.1579434115
791	0.1579433943
792	0.1579434808
793	0.1579431012
794	0.1579433778
795	0.1579430491
796	0.1579431358
797	0.1579431013
798	0.1579428938
799	0.1579426
800	0.157940332
801	0.157939743
802	0.157939259
803	0.1579393282
804	0.1579391558
805	0.1579389311
806	0.1579391388
807	0.1579388448
808	0.157939087
809	0.157938758
810	0.1579386022
811	0.1579384986
812	0.1579385858
813	0.1579382403
814	0.1579377032
815	0.1579367023
816	0.1579363562
817	0.1579367541
818	0.1579364246
819	0.1579362517
820	0.1579366667
821	0.1579363554
822	0.1579363208
823	0.1579363036
824	0.1579363036
825	0.1579363036
826	0.1579331115
827	0.1579335268
828	0.157933129
829	0.1579311762
830	0.1579316601
831	0.1579312107
832	0.1579310895
833	0.1579312287
834	0.1579311057
835	0.1579298952
836	0.1579299826
837	0.1579295156
838	0.1579289267
839	0.1579288933
840	0.157928651
841	0.1579286845
842	0.1579286845
843	0.1579285634
844	0.1579283928
845	0.1579282013
846	0.1579264731
847	0.1579260215
848	0.1579261077
849	0.1579259695
850	0.1579257447
851	0.1579256583
852	0.1579256236
853	0.1579253469
854	0.1579257446
855	0.1579256927
856	0.157924894
857	0.1579225421
858	0.1579096231
859	0.157909796
860	0.1579093465
861	0.1579098823
862	0.1579098479
863	0.157908725
864	0.1579078441
865	0.1579041952
866	0.1579021852
867	0.1578983127
868	0.1578982089
869	0.1578980877
870	0.1578980012
871	0.157894994
872	0.1578950979
873	0.1578921268
874	0.1578921268
875	0.1578925764
876	0.1578920574
877	0.1578921611
878	0.1578921612
879	0.1578881469
880	0.1578880087
881	0.1578877502
882	0.157887267
883	0.1578874741
884	0.1578871437
885	0.1578866268
886	0.1578802156
887	0.1578798006
888	0.1578797487
889	0.1578745979
890	0.1578745634
891	0.1578746672
892	0.1578745981
893	0.1578733195
894	0.1578738729
895	0.1578532292
896	0.1578524828
897	0.1578524827
898	0.1578511716
899	0.1578506011
900	0.1578508088
901	0.157850584
902	0.1578495635
903	0.1578498574
904	0.1578498574
905	0.1578497366
906	0.1578483906
907	0.1578478196
908	0.1578473008
909	0.1578473354
910	0.1578475604
911	0.1578475083
912	0.1578474045
913	0.1578465226
914	0.1578375487
915	0.1578309254
916	0.1578313229
917	0.1578300951
918	0.157830562
919	0.1578305274
920	0.1578297657
921	0.1578296099
922	0.1578294199
923	0.1578294199
924	0.1578294199
925	0.1578294199
926	0.1578294199
927	0.1578293507
928	0.1578294371
929	0.1578294371
930	0.1578294371
931	0.1578294371
932	0.1578294371
933	0.1578294371
934	0.1578294371
935	0.1578292469
936	0.1578294198
937	0.1578296616
938	0.1578292468
939	0.1578294509
940	0.1578291062
941	0.1578290018
942	0.1578290706
943	0.1578290189
944	0.1578289324
945	0.1578290188
946	0.1578291918
947	0.1578290362
948	0.1578282743
949	0.1578283608
950	0.1578280126
951	0.1578278224
952	0.1578277532
953	0.1578275103
954	0.1578274412
955	0.1578271125
956	0.1578249189
957	0.1578250916
958	0.1578251611
959	0.1578254039
960	0.1578224286
961	0.1578217715
962	0.1578216849
963	0.1578160419
964	0.1578161457
965	0.1578163879
966	0.1578161287
967	0.1578160084
968	0.1578157322
969	0.1578156449
970	0.1578153834
971	0.1578150027
972	0.1578154179
973	0.1578155042
974	0.1578154178
975	0.1578148653
976	0.1578150721
977	0.1578150352
978	0.1578150178
979	0.1578146199
980	0.1578146718
981	0.1578142741
982	0.1578139629
983	0.1578140656
984	0.1578142216
985	0.1578141869
986	0.1578142387
987	0.1578139274
988	0.157813858
989	0.1578133558
990	0.1578133384
991	0.1578134073
992	0.1578136321
993	0.1578133714
994	0.1578133714
995	0.1578132322
996	0.1578131632
997	0.1578133531
998	0.1578132318
999	0.1578129204
